"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
270098	3.50e-02	7.52e-03	-3.362349	-2.297318	-1.0288157		
317102	4.05e-02	9.14e-03	-3.454958	-2.29735	-1.563377	DHX33	DEAH-box
477008	1.70e-02	2.84e-03	3.167085	-2.297733	0.7421326		
206056	1.58e-02	2.59e-03	3.162938	-2.298824	0.5430954		
65083	1.82e-02	3.12e-03	-3.18365	-2.299345	-0.7086584		
274096	1.58e-02	2.58e-03	3.161654	-2.299367	0.4902454		
49064	4.48e-02	1.05e-02	3.746422	-2.299387	1.5889384		
179010	1.69e-02	2.83e-03	3.1647	-2.29973	0.425433	GCC1	GRIP
9019	1.60e-02	2.63e-03	3.164648	-2.30029	0.4971167	UBE2O	ubiquitin
474023	1.89e-02	3.28e-03	3.139961	-2.300683	0.6390045	LOC401176	uncharacterized
445068	1.58e-02	2.58e-03	3.161102	-2.300848	0.5419745	DUSP12	dual
277096	1.69e-02	2.83e-03	3.145301	-2.30168	0.7378147	LYL1	LYL1,
301108	2.11e-02	3.81e-03	-3.158676	-2.302103	-0.5131686	ABCB8	ATP
223024	1.66e-02	2.76e-03	-3.172824	-2.302511	-0.507087		
216056	3.55e-02	7.68e-03	-3.349362	-2.302766	-0.9135297		
404108	1.58e-02	2.59e-03	3.160365	-2.302826	0.4502885	EIF1	eukaryotic
398081	1.82e-02	3.12e-03	3.14799	-2.303668	0.5279452	GAS2	growth
183046	1.60e-02	2.62e-03	-3.161912	-2.304539	-0.4637824		
439098	2.17e-02	3.94e-03	-3.167116	-2.305559	-0.8864382	HIVEP2	human
459014	2.02e-02	3.60e-03	-3.18157	-2.305621	-0.4614983		
24095	1.59e-02	2.60e-03	3.159289	-2.305713	0.6021064		
278021	1.59e-02	2.60e-03	-3.159243	-2.305835	-0.4740328		
390108	2.18e-02	3.96e-03	3.086852	-2.306094	0.6372226		
182076	1.78e-02	3.04e-03	3.13834	-2.307766	0.7331982	ODF2L	outer
9079	1.89e-02	3.30e-03	3.137123	-2.307805	0.6326655	C17orf99	chromosome
139069	1.59e-02	2.62e-03	3.15952	-2.307974	0.6686008		
386067	1.59e-02	2.61e-03	-3.158049	-2.309039	-0.5803531	STRA13	stimulated
452091	1.94e-02	3.40e-03	-3.144821	-2.309109	-0.4296886		
39065	2.22e-02	4.06e-03	-3.143217	-2.309304	-0.5435069		
308038	2.00e-02	3.55e-03	-3.157633	-2.309569	-1.2412306	TTTY14	testis-specific
372042	2.71e-02	5.30e-03	-3.233389	-2.310325	-1.5056272	STAM-AS1	STAM
264111	1.59e-02	2.61e-03	3.157267	-2.311137	0.6987892		
488110	1.78e-02	3.04e-03	3.156866	-2.311413	0.5791038		
369081	1.59e-02	2.61e-03	3.157095	-2.311597	0.5606255	NARS2	asparaginyl-tRNA
142005	1.65e-02	2.75e-03	-3.166491	-2.311866	-0.779306		
301110	2.70e-02	5.27e-03	2.944747	-2.311984	1.5294193		
302001	1.93e-02	3.38e-03	3.109021	-2.312116	0.792369	LOC284865	uncharacterized
311004	1.83e-02	3.15e-03	3.144484	-2.312576	0.4043425		
462052	4.06e-02	9.17e-03	-3.452424	-2.313188	-1.2445829		
331046	1.61e-02	2.65e-03	-3.158366	-2.314003	-0.4906839	POGZ	pogo
203038	1.72e-02	2.89e-03	3.160598	-2.314521	0.5039339		
494061	1.60e-02	2.63e-03	3.155558	-2.31572	0.6186048	PSMD1	proteasome
131090	4.46e-02	1.04e-02	4.119356	-2.317008	2.4566591		
297112	1.63e-02	2.69e-03	-3.159504	-2.317074	-0.4155096		
439035	1.60e-02	2.63e-03	3.154952	-2.317343	0.5529733	RPN2	ribophorin
245009	1.60e-02	2.63e-03	3.154863	-2.317582	0.7200493	UBE2I	ubiquitin
221079	1.60e-02	2.63e-03	-3.154662	-2.318121	-1.214322	HSPA1B///HSPA1A	heat
279048	2.33e-02	4.34e-03	3.051855	-2.318637	0.9575926		
308069	1.81e-02	3.09e-03	3.180661	-2.318987	0.6578767	LHFPL4	lipoma
329076	4.48e-02	1.05e-02	-4.11542	-2.319651	-2.4118545		
304063	3.60e-02	7.82e-03	-3.338152	-2.320197	-0.9376331		
441094	2.18e-02	3.97e-03	3.074083	-2.321218	1.3788394		
86004	2.11e-02	3.80e-03	-3.194707	-2.321458	-0.8227223		
25088	3.46e-02	7.39e-03	-3.295048	-2.321662	-0.7981206	GRIA2	glutamate
341011	3.23e-02	6.77e-03	-3.281128	-2.322216	-0.8505196		
232024	2.21e-02	4.05e-03	-3.182314	-2.322348	-0.6074878	HES5	hes
462008	1.76e-02	2.99e-03	-3.174183	-2.322602	-0.6864069		
187073	1.96e-02	3.46e-03	3.109337	-2.323171	0.9445674	HSD11B1	hydroxysteroid
488112	2.56e-02	4.92e-03	3.023351	-2.323966	1.0640051		
69029	1.63e-02	2.69e-03	-3.155592	-2.324389	-1.2510971	FAM101A	family
428042	2.48e-02	4.72e-03	-3.18464	-2.324761	-0.6580248	LINC01346	long
249049	3.62e-02	7.87e-03	-3.259076	-2.325064	-1.2068966	HSD3B2///HSD3B1	hydroxy-delta-5-steroid
454078	4.45e-02	1.04e-02	3.75422	-2.325419	1.9316033	CRBN	cereblon
253048	2.45e-02	4.63e-03	-3.140437	-2.325527	-0.6039592		
91107	1.63e-02	2.68e-03	-3.153986	-2.325682	-0.6947488		
100077	1.61e-02	2.65e-03	3.151776	-2.325854	0.4052786	COPS7A	COP9
12006	2.01e-02	3.58e-03	3.118925	-2.326099	0.4306922		
322021	1.78e-02	3.04e-03	-3.162915	-2.326249	-0.6667843		
310086	2.67e-02	5.19e-03	-3.05445	-2.326446	-0.7270444		
432051	1.70e-02	2.84e-03	-3.163415	-2.326993	-0.3937715		
498040	1.61e-02	2.66e-03	-3.151177	-2.327459	-0.9915079	TST	thiosulfate
180016	1.65e-02	2.74e-03	3.156752	-2.327511	0.4135281		
222069	1.64e-02	2.72e-03	3.155532	-2.327606	0.9349804		
308042	1.63e-02	2.69e-03	-3.153235	-2.327682	-0.5023312		
20083	2.40e-02	4.51e-03	-3.124747	-2.329037	-0.6560783		
185025	3.77e-02	8.30e-03	-5.142223	-2.329212	-3.780044		
489044	1.71e-02	2.87e-03	3.163908	-2.329362	0.7987225	CD59	CD59
398062	1.64e-02	2.71e-03	3.153697	-2.329423	0.4252508		
325046	1.76e-02	2.99e-03	3.140747	-2.329652	0.6665713	BPTF	bromodomain
243077	4.52e-02	1.06e-02	-4.100409	-2.32976	-2.3317054		
194105	1.72e-02	2.90e-03	3.151389	-2.330332	0.497176		
327050	2.93e-02	5.88e-03	-3.003107	-2.330365	-1.8179347	LOC105378577	basic
340104	1.97e-02	3.48e-03	-3.136001	-2.330889	-0.4612371	RBBP5	RB
52016	3.78e-02	8.33e-03	5.13706	-2.330905	3.776249	SELV	selenoprotein
464102	1.62e-02	2.67e-03	3.149316	-2.332442	0.7790979		
258096	1.62e-02	2.67e-03	-3.149263	-2.332585	-0.6268492		
115061	1.63e-02	2.70e-03	-3.151303	-2.33283	-0.6313444	DYRK2	dual
238086	3.49e-02	7.49e-03	-3.287786	-2.333583	-1.1933531	CCDC172	coiled-coil
322011	1.64e-02	2.71e-03	3.150907	-2.333885	0.5551626	PPP1R12C	protein
124052	3.79e-02	8.38e-03	5.126923	-2.334239	3.7687971		
395052	1.62e-02	2.68e-03	3.148524	-2.334563	0.5304581	KIAA2013	KIAA2013
306068	2.78e-02	5.49e-03	2.946263	-2.33476	1.4531028		
266029	1.85e-02	3.20e-03	3.133646	-2.334776	0.9232834	ZNF462	zinc
331033	3.26e-02	6.84e-03	-3.223191	-2.335226	-0.9708538	FAM153A	family
84016	3.80e-02	8.40e-03	5.12354	-2.335354	3.7663101		
55043	2.31e-02	4.30e-03	3.029282	-2.33569	1.1615336		
54049	1.63e-02	2.68e-03	-3.148092	-2.335719	-0.708217		
366009	1.64e-02	2.73e-03	3.151327	-2.335721	0.3682415	NINJ2	ninjurin
185070	1.63e-02	2.68e-03	3.147941	-2.336123	1.0765681	PPP1R14A	protein
62009	2.01e-02	3.56e-03	3.109247	-2.336175	0.4673975	TMCO4	transmembrane
204083	1.66e-02	2.76e-03	-3.15333	-2.336549	-0.5407695		
47019	3.81e-02	8.43e-03	5.117727	-2.337273	3.7620369		
46067	1.63e-02	2.69e-03	-3.147418	-2.337522	-0.4494128	CXorf36	chromosome
186051	1.68e-02	2.81e-03	-3.155187	-2.338116	-0.4361027		
302083	4.57e-02	1.07e-02	-4.08781	-2.338277	-2.3245851		
221037	1.63e-02	2.69e-03	3.147114	-2.338337	0.9716366	EVA1C	eva-1
411083	1.66e-02	2.77e-03	-3.152572	-2.338554	-0.3491139		
428107	1.63e-02	2.69e-03	3.146938	-2.338808	0.8979494		
237041	1.83e-02	3.14e-03	3.126214	-2.339012	1.4808432		
65011	4.51e-02	1.06e-02	3.738784	-2.33934	2.2214907	HLA-DQA2	major
55045	1.81e-02	3.11e-03	3.143623	-2.340266	0.9248303		
101092	3.66e-02	8.01e-03	-3.249459	-2.340506	-1.1177366	PTGER3	prostaglandin
190033	1.64e-02	2.71e-03	3.147076	-2.341228	0.4352944	CPXCR1	CPX
365081	1.78e-02	3.02e-03	3.1361	-2.3417	1.072166	C12orf42	chromosome
98043	1.63e-02	2.70e-03	3.145792	-2.341873	0.8496366	JAML	junction
333079	1.64e-02	2.72e-03	3.146651	-2.342363	0.6345551	UTP15	UTP15,
185058	1.71e-02	2.88e-03	3.14251	-2.342426	0.4660847		
494048	1.63e-02	2.70e-03	3.145405	-2.342909	0.5909031	FUBP1	far
19095	4.40e-02	1.02e-02	-3.53544	-2.343518	-1.3163101		
86046	1.69e-02	2.82e-03	3.153029	-2.343777	0.6073818		
429071	1.73e-02	2.91e-03	-3.158153	-2.344256	-0.634685		
310100	1.85e-02	3.21e-03	3.127779	-2.344639	0.6630821		
329024	1.64e-02	2.71e-03	-3.144576	-2.345126	-0.5228239	HDAC6	histone
75064	1.71e-02	2.87e-03	-3.154883	-2.345669	-0.6665169		
141072	1.64e-02	2.71e-03	-3.144362	-2.345698	-0.4439436		
137020	1.64e-02	2.71e-03	-3.144072	-2.346473	-0.3871035	CASC11	cancer
392037	1.65e-02	2.73e-03	3.144472	-2.348175	0.7883518		
248025	1.73e-02	2.91e-03	3.14161	-2.34835	0.4321014		
75089	1.65e-02	2.74e-03	3.144178	-2.348959	0.6989879	CPNE8	copine
42050	4.40e-02	1.02e-02	3.536274	-2.349967	2.0315007	LOC101927282	uncharacterized
440043	1.67e-02	2.79e-03	3.147034	-2.350108	0.951736	TSHZ2	teashirt
277032	1.85e-02	3.20e-03	-3.168044	-2.350445	-0.6667209	THRB	thyroid
496023	4.68e-02	1.11e-02	-3.693325	-2.351314	-1.573588	GNG12-AS1	GNG12
464071	1.82e-02	3.12e-03	-3.152658	-2.352289	-0.5613182		
76079	4.63e-02	1.09e-02	-4.067112	-2.352335	-2.2982658	LOC100506289	uncharacterized
418051	2.05e-02	3.66e-03	-3.154984	-2.352488	-0.5273185		
295021	1.65e-02	2.73e-03	-3.1418	-2.352548	-0.6252399		
470033	4.57e-02	1.07e-02	3.724077	-2.352648	2.8884614		
484037	1.65e-02	2.75e-03	-3.14262	-2.353115	-0.3817901	HYOU1	hypoxia
107054	1.67e-02	2.78e-03	3.144742	-2.353197	0.6192146	INTU	inturned
444072	2.90e-02	5.81e-03	-3.223338	-2.354073	-0.7000243		
465108	2.66e-02	5.17e-03	-3.108719	-2.354143	-0.6026953		
240042	2.00e-02	3.53e-03	-3.123646	-2.354509	-0.4598044	SLC24A2	solute
170109	2.03e-02	3.61e-03	3.099239	-2.354691	0.657265		
371005	2.98e-02	6.05e-03	-2.991661	-2.35515	-0.7275013		
272070	4.65e-02	1.10e-02	-4.062247	-2.355652	-2.5394469		
24012	1.73e-02	2.93e-03	-3.152179	-2.356171	-0.6608437	SZRD1	SUZ
214021	1.65e-02	2.74e-03	-3.140424	-2.356224	-0.471117	NPEPPS	aminopeptidase
477109	2.16e-02	3.93e-03	3.0899	-2.356852	0.6382606		
156070	1.65e-02	2.74e-03	3.14015	-2.356957	1.5745308	UBD	ubiquitin
138050	1.65e-02	2.74e-03	-3.140118	-2.357042	-0.517122		
80019	2.01e-02	3.57e-03	3.093281	-2.357622	0.6303404		
274036	1.67e-02	2.78e-03	-3.141971	-2.357661	-0.5029893	NADK	NAD
22020	3.93e-02	8.78e-03	5.055857	-2.357943	3.7165562		
7099	1.69e-02	2.83e-03	3.145167	-2.358088	0.7810589		
312018	1.75e-02	2.97e-03	3.13904	-2.358697	0.6664724	TBCD	tubulin
71077	4.59e-02	1.08e-02	3.717143	-2.358938	1.9749354	TMEM95	transmembrane
492083	1.66e-02	2.75e-03	3.139128	-2.359687	0.7266006	ODC1	ornithine
295075	2.99e-02	6.08e-03	-3.114412	-2.360311	-0.8998858		
488044	1.66e-02	2.77e-03	3.139915	-2.360322	0.9018833		
312003	1.97e-02	3.47e-03	3.113722	-2.36037	0.8608675	C1orf21	chromosome
457097	1.69e-02	2.82e-03	3.142963	-2.360873	0.6037595	C2CD5	C2
382091	3.18e-02	6.62e-03	-3.053348	-2.361145	-0.8442908		
59070	1.66e-02	2.77e-03	-3.139564	-2.36126	-0.4733641	PYM1	PYM
397077	2.40e-02	4.51e-03	-3.184887	-2.361275	-0.8790366	CHRFAM7A///CHRNA7	CHRNA7
212014	1.98e-02	3.50e-03	3.115704	-2.361427	0.7323749		
480096	1.66e-02	2.76e-03	3.138372	-2.361707	0.6139209	TMEM70	transmembrane
374042	2.01e-02	3.57e-03	3.088959	-2.362898	0.4701249		
128031	4.68e-02	1.11e-02	4.051576	-2.362941	2.7312093		
94063	1.85e-02	3.19e-03	3.134544	-2.363429	0.6346335		
354095	1.73e-02	2.90e-03	-3.14673	-2.363556	-0.4189759		
226028	1.72e-02	2.89e-03	3.145242	-2.364187	0.611623	ARHGEF19	Rho
22008	1.66e-02	2.77e-03	3.137214	-2.364799	0.4776381	TNF	tumor
108072	4.18e-02	9.55e-03	-3.424779	-2.364865	-1.3207671		
290064	4.05e-02	9.15e-03	-3.243976	-2.365615	-1.6453979		
252033	1.71e-02	2.87e-03	3.14348	-2.365634	0.5399703		
87110	1.70e-02	2.85e-03	3.142136	-2.366076	2.6898276		
311005	3.98e-02	8.92e-03	5.031476	-2.366212	3.6986342	ATP1A1	ATPase
123034	1.75e-02	2.96e-03	-3.148166	-2.366578	-0.7769448	ZFAND3	zinc
404060	3.45e-02	7.38e-03	-3.233766	-2.366982	-1.1836853	SLC12A4	solute
45075	1.80e-02	3.07e-03	3.123175	-2.367247	3.0954341		
334082	1.67e-02	2.79e-03	3.137255	-2.367409	0.7223657		
340005	1.67e-02	2.78e-03	3.136146	-2.367652	0.7699009	RPP40	ribonuclease
166103	2.12e-02	3.83e-03	-3.13684	-2.368081	-0.5482817		
362109	1.67e-02	2.78e-03	3.135969	-2.368123	0.9110496	AIFM1	apoptosis
433093	1.73e-02	2.91e-03	3.128254	-2.36997	1.0583278		
453069	1.69e-02	2.83e-03	-3.138298	-2.370276	-0.77849		
162065	1.72e-02	2.89e-03	3.14159	-2.370597	0.4675977	ZFX	zinc
475069	1.72e-02	2.89e-03	3.141481	-2.370884	0.8133129		
438047	1.73e-02	2.93e-03	-3.143874	-2.371009	-0.559893	PIGN	phosphatidylinositol
359067	2.12e-02	3.82e-03	-3.106738	-2.371032	-0.6038335		
164071	2.70e-02	5.27e-03	-3.100692	-2.371497	-0.7489234		
14062	1.93e-02	3.37e-03	-3.141153	-2.372123	-0.4470783	PCGF3	polycomb
83091	1.77e-02	3.00e-03	3.114533	-2.372165	0.9376803	TMEM235	transmembrane
1090	1.67e-02	2.79e-03	3.134434	-2.372222	0.5088479		
375047	4.73e-02	1.13e-02	4.037478	-2.372606	2.2810883		
102089	1.88e-02	3.26e-03	3.112892	-2.373251	1.1340594	SPON1	spondin
54019	3.76e-02	8.28e-03	-3.30396	-2.373422	-1.1946322		
135046	1.68e-02	2.79e-03	3.13389	-2.373673	0.5294967	TAF1C///MCHR2-AS1	TATA-box
216058	3.37e-02	7.15e-03	-3.251314	-2.373852	-0.7610803	UHRF1	ubiquitin
78112	1.70e-02	2.84e-03	3.136835	-2.374151	0.6219678		
16077	1.68e-02	2.80e-03	3.133608	-2.374423	0.5755133	STOML2///C10orf2	stomatin
246053	1.68e-02	2.80e-03	3.133094	-2.375796	0.4120085	MCHR2	melanin
487041	1.69e-02	2.82e-03	3.133712	-2.376842	0.6587249	GATAD2A	GATA
490059	1.69e-02	2.82e-03	-3.133451	-2.377535	-1.0177206	GALE	UDP-galactose-4-epimerase
141108	1.70e-02	2.84e-03	3.134479	-2.377561	0.8404374	EAF2	ELL
4056	1.70e-02	2.84e-03	3.13445	-2.37764	0.7792474	UBA3	ubiquitin
53111	1.80e-02	3.07e-03	3.116236	-2.377948	0.9336027	MIR99AHG	mir-99a-let-7c
438080	1.68e-02	2.81e-03	3.132147	-2.378321	0.7474165		
319071	4.53e-02	1.06e-02	-3.505544	-2.37857	-2.0847743	C12orf74	chromosome
446039	1.68e-02	2.81e-03	3.132018	-2.378666	0.6295731	LXN	latexin
244070	1.81e-02	3.10e-03	-3.135509	-2.379243	-0.6810703		
225093	1.91e-02	3.33e-03	3.114096	-2.379537	0.7423817	SLC30A1	solute
338011	1.80e-02	3.08e-03	3.133841	-2.379674	0.4201112		
173105	1.69e-02	2.81e-03	3.131637	-2.379683	0.8759999	TRPC4AP	transient
78081	1.69e-02	2.81e-03	3.131418	-2.380267	0.6901318	NDRG4	NDRG
149015	1.69e-02	2.83e-03	3.132318	-2.38055	0.7268629		
390035	1.71e-02	2.88e-03	-3.135496	-2.380595	-0.4227633		
89022	1.73e-02	2.92e-03	3.121919	-2.380646	0.8819397	IRF7	interferon
274031	3.79e-02	8.36e-03	-3.224459	-2.380671	-1.1062781		
16005	1.90e-02	3.31e-03	3.111749	-2.380776	0.5784576		
79028	1.73e-02	2.92e-03	-3.137689	-2.380835	-0.8084392	NET1	neuroepithelial
433037	1.79e-02	3.06e-03	3.131873	-2.381007	0.5969907		
457098	2.55e-02	4.88e-03	-3.050518	-2.381223	-0.5458633	SORBS3	sorbin
255034	1.69e-02	2.82e-03	3.130934	-2.381555	0.4268138		
471063	3.39e-02	7.21e-03	-3.246701	-2.381842	-0.9077742		
494001	2.65e-02	5.15e-03	2.986589	-2.382417	1.9707432		
246073	4.53e-02	1.06e-02	-3.505688	-2.382945	-1.6808165	TP73	tumor
21098	1.69e-02	2.82e-03	-3.130411	-2.382951	-0.4741202		
179043	1.77e-02	3.01e-03	-3.141811	-2.383038	-0.3542919		
232041	1.69e-02	2.82e-03	-3.130292	-2.383269	-0.485057	TAPT1-AS1	TAPT1
346064	4.78e-02	1.14e-02	-4.021914	-2.38332	-2.5948928		
79004	1.75e-02	2.97e-03	3.139046	-2.3836	0.4980973	PCDHA9	protocadherin
10103	1.76e-02	2.97e-03	3.124082	-2.384138	0.5847688	PDGFRA	platelet
223057	4.70e-02	1.12e-02	3.689412	-2.384189	2.3899447		
242009	1.96e-02	3.46e-03	-3.13819	-2.384995	-0.5815472		
473053	1.85e-02	3.19e-03	3.120859	-2.385237	1.7385036	IGF2BP3	insulin
250101	1.74e-02	2.93e-03	3.135817	-2.385747	0.5687694	RECK	reversion
205018	2.11e-02	3.81e-03	-3.122633	-2.385859	-0.4838374	HIC2	hypermethylated
360081	4.09e-02	9.27e-03	-4.97362	-2.386119	-3.6561041		
355062	2.15e-02	3.91e-03	-3.128859	-2.387112	-0.5628481	ATF2	activating
208050	3.10e-02	6.40e-03	-3.114919	-2.387802	-0.7984143		
425038	2.11e-02	3.79e-03	-3.160165	-2.387872	-0.6011322		
80034	4.11e-02	9.32e-03	4.966825	-2.388484	3.6511088		
159062	4.84e-02	1.16e-02	-3.655558	-2.388586	-1.5835025	FAM27E3	family
173065	1.73e-02	2.92e-03	3.133475	-2.388873	0.8257872		
484027	1.70e-02	2.84e-03	-3.128137	-2.389014	-0.4632014	MED11	mediator
254074	4.57e-02	1.08e-02	-3.496502	-2.389201	-1.4917508		
382083	1.70e-02	2.84e-03	3.127988	-2.38941	0.7592396	LIN7A	lin-7
226084	1.70e-02	2.84e-03	3.127982	-2.389425	0.4666143	GPBP1	GC-rich
68097	4.12e-02	9.34e-03	4.962179	-2.390104	3.6476941		
308062	1.70e-02	2.85e-03	-3.127601	-2.390442	-0.5582318	DHX40///DHX40	DEAH-box
20022	1.70e-02	2.85e-03	3.127558	-2.390555	0.5496331	JPX	JPX
188096	1.75e-02	2.97e-03	3.13491	-2.391217	0.5500153		
321109	1.74e-02	2.93e-03	3.132489	-2.391467	0.4258465	PSMD6-AS2///PSMD6	PSMD6
432019	1.86e-02	3.22e-03	3.135481	-2.39153	0.6297373		
191029	1.72e-02	2.88e-03	-3.128893	-2.392379	-0.4831829		
183097	1.70e-02	2.85e-03	3.126832	-2.392489	0.6591446	BTG3	BTG
486012	1.72e-02	2.90e-03	-3.129663	-2.393125	-1.1101235	TMEM220	transmembrane
342109	2.29e-02	4.24e-03	3.08891	-2.393568	0.9138682		
334023	2.91e-02	5.85e-03	-3.13152	-2.393648	-0.6955032		
183112	1.84e-02	3.18e-03	3.131232	-2.394177	0.5809343	BAIAP2L2	BAI1
478093	2.71e-02	5.29e-03	-3.134069	-2.394307	-0.6662658		
293110	1.83e-02	3.16e-03	3.112656	-2.394597	2.8281083		
181094	4.87e-02	1.17e-02	-3.649424	-2.394666	-1.6702789		
181096	1.74e-02	2.94e-03	-3.131089	-2.395148	-0.4143924		
432017	1.92e-02	3.36e-03	3.106025	-2.3954	0.4602335		
217086	4.14e-02	9.42e-03	-3.316075	-2.395889	-1.3145147		
423070	3.20e-02	6.69e-03	-3.01331	-2.396114	-1.1141603		
488069	2.52e-02	4.82e-03	-3.155975	-2.397063	-0.4938879	ERICH1-AS1	ERICH1
106091	3.26e-02	6.83e-03	-3.14348	-2.398209	-0.9549735	MUC7	mucin
96083	1.72e-02	2.88e-03	3.125673	-2.398215	0.8584015	FYN	FYN
49020	1.75e-02	2.95e-03	-3.129812	-2.398504	-0.4141676		
287009	4.29e-02	9.88e-03	-3.285388	-2.398718	-1.3869955	OR5D13	olfactory
149071	4.36e-02	1.01e-02	-3.38692	-2.399234	-1.126477		
75091	1.71e-02	2.87e-03	-3.124282	-2.39928	-0.4351083	DPH6	diphthamine
95023	1.73e-02	2.90e-03	3.126171	-2.399591	1.0435307	FAM107A///FAM107A	family
335068	1.81e-02	3.09e-03	-3.136478	-2.400205	-2.9630459		
72078	1.71e-02	2.88e-03	3.123899	-2.400301	0.5483601	ORC4	origin
291005	1.77e-02	3.00e-03	-3.131248	-2.400784	-0.9056995		
66082	1.78e-02	3.02e-03	-3.132245	-2.401314	-0.4612993	SDK1	sidekick
83005	1.95e-02	3.42e-03	-3.149077	-2.401434	-4.0651776		
211058	2.15e-02	3.90e-03	-3.148835	-2.401621	-0.8741983		
43082	4.37e-02	1.01e-02	-3.384623	-2.402263	-1.3147438	LOC101929116	uncharacterized
373012	1.75e-02	2.97e-03	-3.128228	-2.402665	-2.1383683	PSCA	prostate
140023	1.72e-02	2.88e-03	3.122943	-2.402845	0.5325918	DDA1	DET1
433060	2.00e-02	3.54e-03	-3.143683	-2.402968	-0.6531318	LOC100507557	uncharacterized
341022	1.72e-02	2.88e-03	3.122857	-2.403074	0.5358768	POT1	protection
467064	1.72e-02	2.88e-03	3.122821	-2.403171	0.5703903	RNASEH1	ribonuclease
92076	4.91e-02	1.18e-02	3.639996	-2.404026	1.7472602		
489057	1.73e-02	2.90e-03	3.123439	-2.404146	0.9356493		
205110	3.08e-02	6.34e-03	-2.96264	-2.404372	-1.3050219	COPG2IT1	COPG2
439094	1.74e-02	2.94e-03	3.125257	-2.404767	0.5691431	TMTC4	transmembrane
146010	1.76e-02	2.99e-03	-3.128435	-2.405092	-0.646907		
192085	3.59e-02	7.78e-03	-2.946707	-2.405496	-1.3431078		
349013	1.90e-02	3.31e-03	-3.13155	-2.405726	-0.5545106		
474015	3.33e-02	7.03e-03	-3.208787	-2.405896	-0.8638316		
354031	1.73e-02	2.92e-03	3.123764	-2.405967	0.576896	XPO5	exportin
100069	1.73e-02	2.93e-03	3.123598	-2.406407	0.5792666		
94049	4.22e-02	9.65e-03	4.914254	-2.40697	3.6124642		
130003	1.73e-02	2.90e-03	3.120538	-2.409245	0.4613354		
482063	1.76e-02	2.99e-03	3.125547	-2.409706	0.6689679		
67063	1.82e-02	3.12e-03	3.117769	-2.410543	0.514226	RAB3GAP2	RAB3
462080	3.34e-02	7.06e-03	-3.206168	-2.410605	-0.8791563		
121100	1.76e-02	2.97e-03	3.124045	-2.410778	0.7486314	MCCC2	methylcrotonoyl-CoA
484016	1.93e-02	3.38e-03	3.09656	-2.410798	1.0939683	PDLIM7	PDZ
495026	1.80e-02	3.08e-03	3.114848	-2.411572	0.6665408	KIF27	kinesin
94089	2.70e-02	5.28e-03	-3.116986	-2.41174	-0.7484238	CD33	CD33
413054	1.82e-02	3.13e-03	-3.131841	-2.412141	-0.7665675		
298026	1.73e-02	2.92e-03	3.118833	-2.413781	0.3820447		
24096	1.81e-02	3.11e-03	3.115031	-2.414337	1.0335737	TNNT1	troponin
267051	1.73e-02	2.92e-03	-3.118476	-2.41473	-0.541955	C9orf78	chromosome
115019	2.71e-02	5.29e-03	-3.058397	-2.415001	-0.6121793	C21orf2	chromosome
487068	2.01e-02	3.58e-03	3.083518	-2.415253	0.9435182	SIPA1L2	signal
252073	4.94e-02	1.19e-02	-3.975782	-2.415351	-2.3709854		
217102	3.90e-02	8.69e-03	-3.202828	-2.415445	-1.0848969		
496020	1.73e-02	2.92e-03	3.118207	-2.415446	0.5386087	CGGBP1	CGG
58108	1.73e-02	2.92e-03	3.118205	-2.415452	0.4730181	IGHMBP2	immunoglobulin
425054	1.73e-02	2.92e-03	-3.118172	-2.415538	-0.3843725		
405097	1.73e-02	2.92e-03	-3.118148	-2.415601	-0.5075425		
36101	2.09e-02	3.76e-03	-3.119959	-2.415733	-0.6627318	PIGR	polymeric
296075	1.98e-02	3.49e-03	3.101696	-2.415867	0.6881962	ZNF276	zinc
376005	1.73e-02	2.92e-03	3.118002	-2.415991	0.7054674		
61005	4.27e-02	9.82e-03	4.888536	-2.416139	3.5935592		
458070	1.76e-02	2.99e-03	-3.121694	-2.416965	-0.5332057	HSD17B8	hydroxysteroid
179067	1.86e-02	3.22e-03	3.102447	-2.417476	0.8064559	GSPT2	G1
227008	1.74e-02	2.95e-03	-3.118312	-2.41775	-0.5556094	BRD2	bromodomain
66004	1.83e-02	3.15e-03	3.129413	-2.41839	0.5260214		
6025	1.79e-02	3.06e-03	3.124423	-2.418594	0.648351		
315029	2.64e-02	5.12e-03	-3.098231	-2.418633	-0.5452465		
26112	3.56e-02	7.70e-03	2.912208	-2.418998	1.1268491		
111017	1.74e-02	2.94e-03	-3.116472	-2.420059	-0.6218103	DYRK2	dual
153100	1.78e-02	3.02e-03	3.121485	-2.420365	0.5054044		
397042	1.76e-02	2.99e-03	-3.11927	-2.420572	-0.8596541	LPAR2	lysophosphatidic
297091	3.00e-02	6.10e-03	-3.166032	-2.420591	-0.8453475		
50092	2.63e-02	5.10e-03	-3.131778	-2.420769	-0.662178	LINC00934	long
433051	4.97e-02	1.20e-02	3.966261	-2.422013	2.2514512		
58085	2.04e-02	3.64e-03	-3.125394	-2.422065	-0.5825142		
477045	2.08e-02	3.74e-03	3.091264	-2.42235	1.0654385	PLEKHB1	pleckstrin
44026	1.80e-02	3.07e-03	3.106971	-2.423101	0.9710193	CENPU	centromere
363096	1.84e-02	3.18e-03	3.114024	-2.423687	0.4742633	NSMAF	neutral
